hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
91556,0,570.211,337.547,-976.762,666331,689235,-284530,0
91560,0,545.376,378.406,-1003.28,333064,159004,-929401,0
91562,0,465.44,473.742,-995.685,578144,751354,-318144,0
91566,0,372.65,549.098,-1024.06,790061,560973,-247209,0
91567,0,376.162,545.72,-1030.77,-82559.1,578318,-811623,0
91572,0,359.71,552.667,-1038.35,102053,118978,-987638,0
91574,0,306.892,587.327,-1002.33,624157,748609,-223632,0
91577,0,277.398,600.347,-1031.02,282101,192482,-939877,0
91578,0,227.938,623.136,-1012.8,674239,373219,-637267,0
91579,0,237.606,617.606,-1033.95,300817,889673,-343497,0
91580,0,234.925,619.139,-1007.63,535599,801331,-266463,0
91581,0,179.515,640.734,-1009.13,-184147,667851,-721155,0
91582,0,185.246,637.908,-1001.57,492242,635430,-594917,0
91583,0,142.679,649.335,-988.153,124646,130627,-983565,0
91585,0,77.6434,657.508,-1050.69,-26375.7,894958,-445371,0
91588,0,22.4953,664.161,-987.195,-184689,231607,-955117,0
91589,0,27.1137,663.169,-1067.47,99397.8,779162,-618892,0
91590,0,31.8235,662.157,-1060.15,-309154,901463,-302967,0
91594,0,20.5326,658.397,-1044.24,98730.7,464347,-880133,0
91595,0,14.1544,659.361,-1016.72,310558,809861,-497674,0
91600,0,-168.248,640.854,-1046.46,-40195.9,131057,-990560,0
91602,0,-173.343,640.361,-1023.07,-27371.5,843977,-535680,0
91609,0,-251.647,613.999,-1036.99,-162333,500469,-850399,0
91616,0,-371.566,545.261,-1061.26,-190537,860173,-473073,0
91617,0,-407.133,519.777,-1031.68,-808308,538569,-237871,0
91619,0,-434.004,496.638,-1041.47,-473057,831017,-292620,0
91620,0,-481.568,455.414,-1078.04,-177999,488196,-854389,0
91623,0,-508.01,425.492,-1043.33,-259860,382904,-886486,0
91624,0,-501.792,430.863,-1073.55,-752512,547955,-365337,0
91626,0,-486.396,444.16,-1066.77,-244068,524020,-815986,0
91631,0,-525.86,400.626,-1067.48,-451797,159211,-877799,0
91632,0,-550.57,366.338,-986.874,-820091,340928,-459586,0
91633,0,-570.36,333.902,-999.06,-590791,122545,-797464,0
91634,0,-565.211,340.354,-1023.73,-124103,235004,-964039,0
91636,0,-595.761,289.712,-1017.14,-154562,239329,-958557,0
91639,0,-663.502,41.5263,-1001.18,150438,-93765.7,-984163,0
91640,0,-659.128,59.2157,-1081.86,-119015,-27429.6,-992514,0
91644,0,-650.703,-101.951,-895.109,-480803,11342.6,-876755,0
91645,0,-650.621,-122.526,-884.213,-796695,551063,-248205,0
91647,0,-641.705,-164.46,-968.702,-575727,-780991,-242057,0
91649,0,-621.565,-216.25,-892.201,-476304,-95949.9,-874030,0
91650,0,-619.517,-226.97,-977.015,-172532,-32292.3,-984474,0
91651,0,-617.56,-237.209,-928.648,-448181,-440027,-778145,0
91656,0,-586.199,-303.646,-873.989,-472673,-765363,-436807,0
91658,0,-545.549,-370.999,-901.25,-258404,-53663.6,-964545,0
91660,0,-524.983,-397.778,-914.041,-181542,-928735,-323255,0
91662,0,-499.903,-428.696,-965.129,-793610,31126.3,-607630,0
91664,0,-499.339,-429.6,-901.588,-637376,-661267,-395573,0
91671,0,-409.601,-516.538,-963.979,-264562,-932685,-245164,0
91672,0,-368.811,-548.675,-978.081,-54282.1,-419883,-905954,0
91678,0,-105.698,-652.611,-877.239,502665,-819272,-275900,0
91681,0,-6.92937,-657.453,-913.673,-289445,-920547,-262325,0
91682,0,18.2991,-661.266,-875.021,-117297,-736918,-665727,0
91683,0,20.5073,-661.599,-977.361,255442,-442346,-859697,0
91684,0,-13.8108,-656.413,-920.431,-71057.4,-100507,-992396,0
91689,0,34.352,-656.703,-949.773,242066,-285481,-927310,0
91690,0,33.576,-656.634,-934.827,-597932,-777352,-195452,0
91692,0,140.034,-646.625,-906.448,-76670.2,-837664,-540777,0
91698,0,282.432,-596.143,-885.699,645782,-399516,-650655,0
91699,0,277.491,-597.57,-887.574,109778,-931843,-345858,0
91703,0,362.083,-546.71,-900.025,593551,-775451,-215342,0
91707,0,449.132,-482.959,-915.568,102902,-676398,-729312,0
91708,0,441.383,-488.138,-967.276,393931,-714337,-578396,0
91710,0,446.003,-485.051,-920.03,201389,-803257,-560553,0
91711,0,483.198,-450.445,-910.2,828779,-465845,-310022,0
91712,0,503.106,-425.808,-914.367,416405,-83010.2,-905382,0
91714,0,533.786,-388.73,-899.319,249362,-426498,-869436,0
91715,0,510.442,-411.548,-881.08,331471,-62432.5,-941397,0
91721,0,559.32,-352.24,-932.255,536833,-751729,-383033,0
91723,0,584.123,-311.903,-929.092,502915,-388105,-772302,0
91725,0,592.782,-288.793,-898.637,962394,182093,-201593,0
91726,0,610.442,-250.113,-931.147,-106411,22245.8,-994073,0
91734,0,656.594,-28.9953,-934.859,553095,180860,-813250,0
91735,0,654.283,-41.638,-877.444,596957,75356.4,-798726,0
91736,0,658.647,24.1122,-938.212,406684,-280925,-869304,0
91739,0,650.621,122.522,-951.5,751654,218163,-622431,0
91741,0,630.38,203.527,-947.211,450028,14945.6,-892890,0
91744,0,588.97,295.055,-914.39,249205,473847,-844610,0
91745,0,553.703,353.46,-885.106,774124,158641,-612834,0
91747,0,534.702,379.851,-943.796,663985,339818,-666069,0
91748,0,518.411,409.9,-944.645,941846,273467,-195301,0
91749,0,510.659,411.479,-910.443,737744,476260,-478445,0
91753,0,387.802,530.407,-901.228,416167,98537.7,-903933,0
91754,0,376.134,541.631,-965.807,51695.4,177505,-982761,0
91757,0,352.614,554.804,-919.392,-56811.3,649593,-758157,0
91762,0,255.903,610.918,-904.23,517372,552502,-653504,0
91763,0,278.493,596.079,-944.181,313594,418305,-852455,0
91765,0,233.235,616.689,-900.002,650899,525818,-547581,0
91767,0,219.512,617.709,-979.084,-46153,588614,-807096,0
91770,0,176.161,632.105,-875.643,-214155,670795,-710051,0
91771,0,121.112,647.248,-897.001,218637,166980,-961413,0
91773,0,67.4319,657.289,-878.652,-458777,730318,-506121,0
91774,0,57.8215,653.538,-928.635,24724.4,894218,-446948,0
91775,0,60.3101,653.004,-945.76,462043,867788,-182922,0
91781,0,-176.486,637.077,-953.009,-394912,523780,-754784,0
91782,0,-209.541,625.933,-959.209,140369,755867,-639501,0
91783,0,-179.693,630.688,-883.074,-572398,719267,-393720,0
91785,0,-244.577,612.538,-961.974,-445685,503529,-740151,0
91787,0,-230.555,615.667,-912.559,-548924,453524,-702139,0
91793,0,-302.886,583.232,-965.397,-203334,346502,-915746,0
91794,0,-335.819,564.506,-907.372,45617.3,568535,-821393,0
91795,0,-369.312,543.074,-957.458,-638778,730417,-241774,0
91799,0,-424.351,506.311,-910.4,-271714,400065,-875283,0
91800,0,-437.196,490.937,-888.142,-40227.7,401975,-914767,0
91802,0,-479.935,452.929,-919.839,-25156.5,182719,-982843,0
91807,0,-552.48,359.803,-960.31,-196901,776396,-598698,0
91809,0,-551.445,360.948,-912.786,-128462,150796,-980183,0
91811,0,-544.036,369.14,-928.029,-716261,646201,-263430,0
91812,0,-561.936,339.702,-923.44,-245201,42900.6,-968523,0
91815,0,-576.511,321.44,-944.506,-939169,283260,-194229,0
91818,0,-592.663,288.963,-873.532,130731,-78418.2,-988312,0
91820,0,-592.756,288.83,-968.821,-601152,18497.9,-798921,0
91821,0,-602.322,263.345,-957.323,-507328,765032,-396667,0
91824,0,-638.904,152.24,-958.408,-592747,730323,-339528,0
91827,0,-663.471,-39.4492,-829.894,-819730,-518568,-243165,0
91828,0,-662.962,-35.1968,-841.055,-466671,-161939,-869479,0
91830,0,-660.741,-16.657,-812.131,-610509,-277761,-741706,0
91835,0,-653.665,-103.139,-802.937,-497837,191486,-845867,0
91840,0,-623.684,-220.964,-776.851,-399370,-414046,-817967,0
91842,0,-626.027,-208.703,-818.906,-677604,-438492,-590404,0
91844,0,-609.317,-257.305,-809.591,-867509,-317316,-383065,0
91847,0,-598.778,-274.307,-860.824,-799681,-535627,-271317,0
91848,0,-595.843,-283.409,-819.03,-876654,-372843,-304081,0
91849,0,-592.553,-293.609,-853.839,-889274,-377209,-258661,0
91850,0,-599.411,-272.346,-797.485,-615138,-493760,-614660,0
91852,0,-564.125,-353.073,-836.866,-334984,-101484,-936743,0
91858,0,-505.795,-424.863,-873.964,-948468,49723.5,-312948,0
91860,0,-512.207,-414.6,-782.645,-277229,-918373,-282375,0
91862,0,-461.699,-478.982,-781.985,-99979.6,-541378,-834814,0
91866,0,-421.981,-507.45,-804.201,-117918,-201848,-972292,0
91869,0,-338.003,-571.114,-851.052,-768932,-528325,-360021,0
91871,0,-331.373,-576.748,-776.228,-319191,-690457,-649143,0
91873,0,-351.636,-559.528,-772.401,-381836,-731113,-565398,0
91874,0,-363.323,-549.596,-796.19,-219714,-341647,-913785,0
91876,0,-247.441,-611.98,-770.421,26226.2,-366042,-930229,0
91879,0,-227.085,-623.624,-805.25,131842,-457242,-879515,0
91882,0,-180.749,-640.125,-870.254,228927,-567512,-790900,0
91885,0,-164.483,-640.209,-818.036,-62953.7,-233885,-970224,0
91890,0,-103.745,-656.431,-790.651,-223314,-515319,-827392,0
91892,0,-8.27337,-660.25,-829.662,-532799,-820709,-206307,0
91893,0,19.3229,-658.349,-776.256,477505,-636730,-605446,0
91895,0,58.3284,-661.806,-809.976,-119800,-634599,-763500,0
91896,0,61.3169,-655.951,-829.774,-43496.3,-556180,-829923,0
91902,0,131.429,-649.893,-784.779,140266,-966315,-215781,0
91903,0,150.799,-642.541,-849.085,-70703.9,-304894,-949758,0
91905,0,185.583,-632.753,-809.108,-34247.7,-224292,-973920,0
91906,0,191.519,-631.808,-849.5,785005,-554129,-276964,0
91907,0,261.225,-611.861,-857.007,188645,-633441,-750444,0
91909,0,298.814,-587.835,-836.143,461270,-793254,-397464,0
91910,0,334.461,-575.113,-819.469,213481,-180164,-960191,0
91912,0,339.407,-566.197,-770.611,310917,-925901,-214567,0
91924,0,494.194,-437.425,-789.074,251484,-120324,-960353,0
91931,0,578.347,-323.895,-797.555,531587,-472623,-702882,0
91934,0,580.761,-311.083,-779.227,181351,-474317,-861473,0
91936,0,597.977,-286.555,-860.903,276911,67498.5,-958522,0
91937,0,619.066,-241.732,-775.866,667479,-93289.1,-738762,0
91941,0,628.117,-198.888,-826.441,115555,-198785,-973207,0
91945,0,661.81,-48.3697,-828.193,433739,171575,-884552,0
91947,0,661.744,-48.6377,-797.346,692940,-159034,-703237,0
91951,0,658.575,-34.6552,-793.347,503472,-95957.7,-858666,0
91952,0,657.92,-38.2381,-782.171,833890,-231607,-500985,0
91954,0,660.144,11.6679,-842.779,520005,-12110.1,-854077,0
91959,0,658.421,56.5766,-824.948,903191,188785,-385496,0
91968,0,624.135,218.606,-774.223,605534,785039,-130550,0
91969,0,620.308,238.636,-867.959,604465,701141,-378185,0
91970,0,625.837,209.699,-829.333,392739,97891,-914425,0
91972,0,604.672,275.466,-801.636,819301,542536,-185476,0
91979,0,573.217,329.879,-782.106,710669,80589.7,-698896,0
91981,0,570.228,337.504,-788.813,709650,550745,-439405,0
91982,0,560.524,345.824,-860.434,130410,411572,-901999,0
91983,0,536.46,382.833,-806.513,432902,-36107.8,-900718,0
91987,0,457.861,473.803,-821.913,781958,156106,-603468,0
91991,0,383.523,538.639,-770.149,533882,377633,-756547,0
91995,0,311.264,584.053,-776.164,520935,781347,-343691,0
91996,0,303.525,589.849,-839.132,681375,569295,-460035,0
91999,0,276.453,600.968,-877.768,231941,164265,-958760,0
92001,0,252.976,608.813,-824.744,275677,341825,-898420,0
92002,0,247.645,611.863,-877.134,647162,362211,-670809,0
92005,0,146.08,647.912,-815.072,161380,344419,-924842,0
92012,0,-52.8937,661.324,-864.417,110034,398729,-910444,0
92013,0,-43.1922,660.464,-781.066,-113306,208665,-971401,0
92015,0,-108.695,650.684,-810.353,-667462,460607,-585095,0
92016,0,-132.935,649.84,-871.187,87728.7,732501,-675090,0
92018,0,-222.532,626.867,-809.995,119711,321435,-939334,0
92019,0,-200.341,630.402,-787.883,-170699,257693,-951029,0
92021,0,-274.848,601.421,-848.189,-48812.9,513570,-856658,0
92023,0,-365.338,548.394,-795.327,-286663,78002,-954851,0
92025,0,-453.586,483.55,-831.978,-26482.8,227685,-973375,0
92028,0,-513.639,420.63,-815.035,-588665,785000,-192999,0
92034,0,-565.174,350.189,-796.868,-627058,763420,-154883,0
92036,0,-563.829,342.085,-851.038,-953310,-112138,-280402,0
92039,0,-599.851,273.044,-874.216,-486791,-162756,-858222,0
92041,0,-635.105,198.778,-860.309,-215078,-54246.6,-975089,0
92044,0,-641.054,170.471,-852.663,-531723,309021,-788528,0
92045,0,-632.723,188.771,-772.358,-133656,90937.5,-986847,0
92049,0,-649.862,131.911,-772.442,-682351,645624,-342880,0
92054,0,-654.586,98.555,-821.393,-493819,-252332,-832149,0
92056,0,-658.314,86.6706,-825.071,-680316,466998,-564874,0
92058,0,-659.701,56.8995,-859.534,-232521,16918.8,-972444,0
92059,0,-659.985,55.7507,-806.768,-145201,-16249.6,-989269,0
92060,0,-662.219,14.7212,-803.819,-773098,-594513,-221075,0
92062,0,-660.313,25.1508,-856.967,-868195,317896,-381024,0
92064,0,-660.37,24.8338,-835.458,-930087,190721,-313950,0
92068,0,-656.892,-9.46324,-755.358,-662443,558013,-499790,0
92071,0,-654.737,-44.2141,-774.398,-623382,-516385,-587147,0
92074,0,-656.15,-68.7251,-726.085,-842739,422463,-333641,0
92075,0,-654.751,-44.4616,-734.525,-152684,97500,-983454,0
92080,0,-650.615,-124.042,-736.505,-809070,476349,-344235,0
92081,0,-650.707,-101.094,-757.61,-952853,28916.9,-302050,0
92082,0,-644.047,-128.807,-747.147,-478209,-17750.8,-878066,0
92086,0,-621.903,-214.484,-734.902,-874884,39851.9,-482691,0
92090,0,-609.718,-243.764,-705.107,-691739,-566516,-447836,0
92096,0,-568.253,-334.415,-749.762,-262206,7425.02,-964983,0
92102,0,-496.651,-433.902,-721.315,-213805,-624731,-750999,0
92105,0,-481.738,-445.807,-718.35,-288478,-214721,-933100,0
92106,0,-437.639,-494.02,-670.747,1828.35,-347267,-937764,0
92107,0,-431.806,-501.21,-701.212,-663266,-685348,-300626,0
92111,0,-413.138,-512.689,-722.498,-554622,-776725,-298484,0
92115,0,-390.716,-527.604,-729.191,-92351,-74888.5,-992906,0
92117,0,-357.292,-550.829,-677.116,74076.5,-760519,-645076,0
92118,0,-360.002,-548.526,-681.786,-388233,-904396,-177039,0
92119,0,-340.388,-565.195,-695.52,-298276,-107169,-948444,0
92121,0,-318.721,-574.763,-676.869,-199032,-642291,-740168,0
92122,0,-255.362,-611.273,-668.65,59103.8,-376418,-924563,0
92124,0,-225.325,-621.214,-766.105,-678066,-484447,-552754,0
92125,0,-201.161,-626.755,-714.41,433263,-879586,-196497,0
92128,0,-79.2104,-653.988,-677.491,-650386,-629565,-425025,0
92131,0,-57.5874,-653.589,-708.718,-471391,-438894,-764959,0
92137,0,-6.7971,-657.473,-677.705,25310.9,-256065,-966328,0
92139,0,62.6727,-659.213,-683.202,-183437,-758424,-625415,0
92141,0,71.9239,-653.268,-713.494,-296542,-426607,-854441,0
92143,0,103.189,-654.106,-697.272,-10614.1,-636059,-771567,0
92159,0,291.656,-593.479,-723.156,-92801.8,-532248,-841487,0
92162,0,327.974,-567.863,-671.593,523212,-842887,-125662,0
92165,0,410.768,-514.226,-749.317,798327,-287097,-529386,0
92171,0,456.645,-477.937,-721.169,-37849.6,-928608,-369126,0
92173,0,433.639,-493.314,-754.445,706102,-432452,-560718,0
92178,0,512.75,-417.479,-710.79,260927,-520798,-812826,0
92180,0,558.3,-353.368,-698.631,467460,63435,-881736,0
92182,0,560.549,-350.881,-667.215,246478,-155435,-956602,0
92185,0,584.893,-300.032,-683.366,306889,101045,-946366,0
92186,0,599.443,-279.304,-713.108,710504,73190.4,-699876,0
92189,0,597.272,-271.575,-725.387,484142,138376,-863978,0
92191,0,605.577,-258.042,-715.225,224600,-61519.4,-972507,0
92192,0,602.978,-262.277,-700.339,759021,-112756,-641227,0
92193,0,623.788,-213.74,-743.018,653476,203488,-729083,0
92195,0,627.203,-193.736,-705.037,450068,203608,-869473,0
92196,0,657.517,-79.2998,-729.158,791146,-97324.3,-603835,0
92197,0,643.902,-122.698,-669.516,683741,-712890,-155843,0
92198,0,645.089,-118.914,-732.106,410998,-93580.4,-906821,0
92199,0,656.89,-81.3014,-700.928,444660,-56247.8,-893932,0
92200,0,644.101,-122.066,-744.071,817691,526429,-232924,0
92202,0,656.416,-57.8249,-704.853,940789,-184327,-284498,0
92204,0,656.982,-55.5369,-760.842,325782,61371.8,-943451,0
92205,0,658.271,-19.8204,-748.393,441590,198423,-875001,0
92208,0,661.083,-4.43806,-684.719,718902,-231329,-655490,0
92209,0,659.191,28.6589,-712.444,614037,473911,-631163,0
92213,0,654.828,45.7927,-728.321,233948,158892,-959177,0
92214,0,644.639,119.797,-702.777,884303,-243175,-398591,0
92218,0,623.598,205.609,-695.793,413186,351302,-840157,0
92222,0,539.716,383.544,-708.338,820304,208809,-532447,0
92226,0,525.646,396.555,-701.346,163206,549690,-819271,0
92227,0,534.266,380.657,-762.415,755566,603379,-255057,0
92234,0,427.967,496.552,-758.348,979802,156422,-124577,0
92235,0,401.547,525.301,-750.102,758614,416069,-501389,0
92236,0,374.77,542.943,-690.188,651376,749160,-120283,0
92237,0,382.101,535.891,-710.44,828782,528218,-184678,0
92240,0,363.6,545.468,-766.726,-19840.9,225601,-974018,0
92244,0,300.365,588.51,-737.828,112391,931677,-345464,0
92245,0,322.357,572.04,-667.442,218357,110843,-969554,0
92247,0,291.743,587.376,-757.766,-173475,901918,-395538,0
92249,0,218.294,618.31,-748.871,-64228.1,188961,-979882,0
92250,0,208.147,623.312,-673.987,-156484,773975,-613576,0
92251,0,179.889,637.242,-767.018,-8547.15,584011,-811700,0
92252,0,191.053,631.739,-765.631,586957,749445,-306290,0
92254,0,158.54,639.481,-756.206,686.289,174786,-984606,0
92255,0,156.82,640.201,-758.914,-58099.2,369657,-927350,0
92256,0,164.515,636.98,-698.411,105627,176474,-978621,0
92260,0,114.897,649.411,-746.199,69652.6,949629,-305537,0
92262,0,121.252,647.2,-753.818,93833.1,495865,-863315,0
92264,0,92.2978,650.321,-715.967,149156,954233,-259212,0
92267,0,10.2209,656.955,-734.249,467752,573118,-672863,0
92269,0,-61.8999,659.144,-735.425,638791,747952,-180314,0
92271,0,-101.534,654.061,-708.085,-28840.3,744150,-667389,0
92273,0,-86.9481,653.67,-744.976,257809,341449,-903851,0
92274,0,-80.4197,653.495,-708.654,417555,854358,-309386,0
92275,0,-101.582,647.964,-699.421,-105665,204716,-973101,0
92279,0,-216.675,618.765,-764.801,-71646.6,567260,-820416,0
92280,0,-277.878,597.459,-681.518,-233026,964074,-127515,0
92281,0,-293.435,592.965,-668.276,-740041,352108,-573027,0
92284,0,-309.573,580.846,-688.264,-795646,525834,-300743,0
92289,0,-342.324,561.722,-669.325,53347.3,385592,-921126,0
92293,0,-362.744,546.378,-719.866,-813849,174314,-554314,0
92297,0,-434.489,492.746,-697.623,-301966,148677,-941654,0
92299,0,-454.453,479.403,-757.249,-565216,760052,-320704,0
92300,0,-486.426,447.987,-768.14,-138213,217867,-966142,0
92303,0,-481.267,451.915,-715.991,-26690.3,132202,-990863,0
92312,0,-539.137,383.5,-689.508,-86459.8,386601,-918185,0
92313,0,-563.64,347.462,-694.599,-337289,693333,-636809,0
92314,0,-549.754,362.818,-752.967,-915307,-163925,-367888,0
92319,0,-616.883,239.618,-706.593,-306494,706084,-638362,0
92320,0,-631.635,198.985,-703.418,-639908,217707,-736968,0
92321,0,-626.822,194.573,-698.698,-830326,286485,-478001,0
92325,0,-639.909,149.614,-711.331,-217809,99431.8,-970913,0
92326,0,-648.168,128.04,-700.795,-488322,95894.9,-867379,0
92329,0,-653.34,92.6141,-668.397,-854639,482709,-191273,0
92331,0,-648.85,106.927,-688.3,-925244,151305,-347895,0
92333,0,-658.558,49.1639,-671.561,-910115,255585,-326139,0
92335,0,-658.679,17.5926,-711.34,-284206,121662,-951013,0
92337,0,-661.606,-23.8784,-616.835,-519994,132466,-843836,0
92342,0,-658.264,-53.8614,-625.887,-728527,-516399,-450090,0
92345,0,-658.06,-50.315,-567.762,-115047,-133395,-984363,0
92346,0,-660.024,-84.3809,-572.633,-691737,566608,-447723,0
92358,0,-585.665,-314.964,-667.974,-985099,-150682,-82915.1,0
92360,0,-558.182,-350.862,-592.79,-258065,-386518,-885441,0
92361,0,-546.619,-375.733,-671.791,-235857,-5273.96,-971774,0
92362,0,-546.934,-375.056,-618.869,-426326,-198560,-882508,0
92363,0,-544.132,-381.082,-666.811,-58354.3,-250971,-966234,0
92364,0,-528.869,-396.834,-564.297,-694478,-176599,-697505,0
92365,0,-467.045,-471.493,-662.368,-997065,-73144,22609.6,0
92368,0,-447.819,-486.181,-646.397,-966318,-180915,-183030,0
92369,0,-439.854,-495.998,-624.183,-648034,-719763,-248983,0
92370,0,-383.964,-538.215,-617.835,-164911,-986024,-23694.7,0
92372,0,-349.777,-561.108,-594.353,157313,-967867,-196180,0
92374,0,-357.001,-554.969,-624.12,-47493.7,-790253,-610937,0
92376,0,-328.073,-571.465,-666.388,-101298,-83069.6,-991382,0
92378,0,-259.764,-611.931,-603.308,-575132,-652592,-493302,0
92382,0,-138.13,-644.469,-564.33,-753681,-650104,-96595,0
92383,0,-97.0069,-652.082,-637.016,-471869,-582544,-661802,0
92386,0,-59.0099,-662.729,-669.921,-147132,-461148,-875040,0
92391,0,-6.44923,-660.525,-643.329,-226843,-699464,-677712,0
92394,0,111.938,-650.571,-624.274,501113,-565379,-655158,0
92395,0,137.645,-649.676,-665.989,8142.79,-187313,-982267,0
92399,0,283.545,-598.909,-650.961,392020,-628438,-671853,0
92401,0,298.77,-587.851,-619.606,331291,-608227,-721323,0
92403,0,367.488,-554.179,-601.145,535023,-169364,-827687,0
92406,0,387.106,-537.445,-567.121,-99081,-989780,-102557,0
92409,0,513.81,-412.404,-636.314,285229,-88412.1,-954373,0
92411,0,541.251,-385.582,-576.435,189047,3248.3,-981963,0
92412,0,539.207,-387.58,-649.28,192001,-84988,-977708,0
92418,0,628.019,-212.102,-602.183,969319,81243.7,-231993,0
92421,0,627.096,-201.131,-627.671,889499,-452127,-66125.8,0
92424,0,650.081,-112.913,-604.649,775627,51394.4,-629095,0
92427,0,662.956,-10.689,-602.242,199587,30461.3,-979407,0
92428,0,658.02,-37.6933,-568.596,868218,-494349,-42612.6,0
92429,0,661.418,-19.1026,-569.233,276788,37354.8,-960205,0
92431,0,659.844,9.1623,-670.668,858716,456346,-233141,0
92435,0,659.533,75.8607,-568.365,745564,285498,-602184,0
92436,0,653.631,111.629,-657.847,956978,147383,-249943,0
92437,0,653.617,115.129,-646.361,828531,383869,-407653,0
92440,0,653.709,92.0947,-643.504,703635,-170306,-689850,0
92445,0,637.691,169.745,-671.047,888223,-403191,-220223,0
92448,0,627.449,201.26,-575.284,980629,161067,-111460,0
92449,0,606.34,268.945,-635.727,490037,794103,-359533,0
92452,0,613.382,241.411,-636.607,219054,229368,-948370,0
92453,0,608.017,262.386,-655.297,945622,322512,-42255.4,0
92454,0,606.473,268.424,-618.357,634825,493066,-594880,0
92464,0,545.097,379.006,-650.385,902067,-169844,-396773,0
92465,0,526.921,400.427,-577.654,148981,384302,-911107,0
92466,0,519.372,414.352,-653.432,320050,714346,-622316,0
92467,0,530.14,394.489,-646.329,74533.2,306120,-949071,0
92468,0,534.569,386.321,-663.457,580029,814352,-19927,0
92469,0,503.01,429.322,-644.595,430841,290653,-854340,0
92475,0,379,542.99,-636.172,439746,786623,-433414,0
92476,0,335.14,573.547,-657.213,66790.3,296577,-952671,0
92477,0,338.152,570.987,-575.169,363721,770385,-523654,0
92478,0,330.705,577.316,-587.122,46217.5,324810,-944649,0
92481,0,286.073,594.649,-572.209,31427,527694,-848853,0
92487,0,144.783,648.455,-637.025,-370607,861179,-347880,0
92493,0,28.1028,662.956,-602.514,379185,577505,-722985,0
92494,0,18.7779,658.662,-582.236,-649119,738214,-183534,0
92497,0,-30.481,659.338,-611.947,43396.6,544769,-837462,0
92500,0,-87.789,656.66,-607.494,528282,848620,27615.3,0
92501,0,-74.8959,656.315,-591.884,-277770,370993,-886120,0
92510,0,-181.995,639.524,-651.972,-266311,929581,-254868,0
92511,0,-201.496,630.218,-666.421,242954,547735,-800600,0
92512,0,-236.013,617.489,-622.934,-571590,340369,-746615,0
92513,0,-227.341,619.424,-584.684,-142978,959108,-244275,0
92514,0,-235.044,617.705,-621.041,-373726,479518,-793972,0
92515,0,-259.072,612.342,-626.314,11391.6,559323,-828872,0
92520,0,-327.98,577.426,-629.899,-58449.1,546872,-835173,0
92521,0,-342.878,564.712,-589.674,117016,532528,-838285,0
92522,0,-358.291,558.115,-600.844,-322857,944032,-67580.7,0
92523,0,-346.709,563.072,-595.205,-93120.7,136154,-986301,0
92530,0,-493.68,446.191,-615.201,-319453,164470,-933220,0
92533,0,-461.8,470.467,-590.467,-132676,453193,-881484,0
92534,0,-498.843,433.41,-571.819,-88277,206366,-974485,0
92535,0,-488.174,442.625,-600.946,-736218,624359,-261072,0
92536,0,-507.552,425.888,-579.842,-683668,-11870.3,-729697,0
92546,0,-638.427,176.242,-582.736,-775856,-231467,-586916,0
92552,0,-655.407,2.9422,-473.287,-191773,-90168.5,-977288,0
92553,0,-656.431,-5.61301,-505.456,-238694,-41796.4,-970195,0
92554,0,-655.715,0.371239,-554.968,-431752,-230358,-872081,0
92557,0,-642.041,-159.351,-566.963,-402000,-94604.5,-910739,0
92558,0,-643.976,-129.901,-552.395,-591140,-417659,-690010,0
92559,0,-634.688,-169.841,-494.89,-811893,-234879,-534473,0
92561,0,-635.498,-163.507,-467.936,-580342,-583707,-567881,0
92563,0,-592.245,-284.9,-505.316,-877358,-479357,21420.3,0
92565,0,-570.653,-328.293,-508.823,-267410,-913777,-305784,0
92568,0,-564.188,-344.786,-567.601,-971832,34762.8,-233097,0
92570,0,-571.876,-325.173,-540.233,-978638,-205084,-14459,0
92572,0,-575.088,-316.979,-466.658,-158248,16322.5,-987265,0
92574,0,-555.243,-350.147,-511.144,-762521,-336911,-552316,0
92575,0,-550.88,-359.532,-535.206,-866424,-432459,-249579,0
92576,0,-552.209,-356.674,-523.198,-765534,-148467,-626032,0
92587,0,-305.239,-584.859,-556.579,100562,-988460,113288,0
92588,0,-279.547,-595.386,-500.985,-142110,-988279,55753.6,0
92591,0,-245.201,-609.844,-498.468,151643,-578507,-801458,0
92594,0,-190.45,-632.036,-522.364,-139429,-469328,-871946,0
92596,0,-154.601,-641.129,-525.052,50099.7,-846465,-530083,0
92597,0,-135.118,-642.376,-496.869,-208575,-917658,-338232,0
92599,0,-123.243,-646.507,-514.198,287307,-814645,-503794,0
92611,0,60.6687,-659.035,-472.269,30709.2,-160728,-986521,0
92613,0,42.1201,-657.391,-501.665,356859,-933984,18070.6,0
92616,0,96.1309,-653.917,-482.017,641622,-553636,-530857,0
92617,0,95.0274,-653.887,-557.125,-114475,-397445,-910458,0
92619,0,118.192,-647.386,-502.107,731647,-599239,-324969,0
92620,0,181.687,-636.574,-484.6,-99129.6,-268782,-958086,0
92624,0,202.456,-627.061,-480.297,473994,-644771,-599666,0
92625,0,182.514,-630.239,-559.725,649982,-463135,-602520,0
92626,0,244.339,-612.591,-563.518,30704.3,-911800,-409484,0
92628,0,223.349,-617.276,-485.341,5054.21,-183696,-982970,0
92629,0,292.409,-593.261,-559.781,-122090,-977410,-172522,0
92631,0,286.716,-594.906,-501.82,217351,-917623,-332755,0
92632,0,256.28,-603.697,-518.387,357713,-282961,-889929,0
